Bab Al Khalq - S01 - EP002,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",2,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP002,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301002.jpg
Bab Al Khalq - S01 - EP006,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",6,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP006,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301006.jpg
Bab Al Khalq - S01 - EP001,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",1,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP001,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301001.jpg
Bab Al Khalq - S01 - EP003,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",3,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP003,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301003.jpg
Bab Al Khalq - S01 - EP004,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",4,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP004,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301004.jpg
Bab Al Khalq - S01 - EP005,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",5,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP005,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301005.jpg
Bab Al Khalq - S01 - EP007,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",7,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP007,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301007.jpg
Bab Al Khalq - S01 - EP009,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",9,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP009,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301009.jpg
Bab Al Khalq - S01 - EP012,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",12,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP012,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301012.jpg
Bab Al Khalq - S01 - EP022,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",22,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP022,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301022.jpg
Bab Al Khalq - S01 - EP017,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",17,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP017,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301017.jpg
Bab Al Khalq - S01 - EP020,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",20,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP020,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301020.jpg
Bab Al Khalq - S01 - EP015,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",15,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP015,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301015.jpg
Bab Al Khalq - S01 - EP019,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",19,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP019,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301019.jpg
Bab Al Khalq - S01 - EP023,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",23,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP023,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301023.jpg
Bab Al Khalq - S01 - EP011,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",11,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP011,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301011.jpg
Bab Al Khalq - S01 - EP014,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",14,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP014,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301014.jpg
Bab Al Khalq - S01 - EP024,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",24,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP024,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301024.jpg
Bab Al Khalq - S01 - EP025,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",25,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP025,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301025.jpg
Bab Al Khalq - S01 - EP010,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",10,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP010,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301010.jpg
Bab Al Khalq - S01 - EP027,censored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",27,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP027,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301027.jpg
Bab Al Khalq - S01 - EP026,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",26,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP026,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301026.jpg
Bab Al Khalq - S01 - EP028,censored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",28,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP028,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301028.jpg
Bab Al Khalq - S01 - EP008,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",8,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP008,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301008.jpg
Bab Al Khalq - S01 - EP029,censored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",29,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP029,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301029.jpg
Bab Al Khalq - S01 - EP013,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",13,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP013,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301013.jpg
Bab Al Khalq - S01 - EP030,censored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",30,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP030,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301030.jpg
Bab Al Khalq - S01 - EP016,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",16,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP016,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301016.jpg
Bab Al Khalq - S01 - EP021,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",21,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP021,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301021.jpg
Bab Al Khalq - S01 - EP018,uncensored version,15,No,,"Bab Al-Khalq, S01",H265; H264,,"Bab Al-Khalq, S01",18,Bab Al-Khalq,Arabic,Seriesepisode,HD,Mahfouth Zalata rises from obscurity to prominence after returning to his homeland where a series of political incidents make him the center of public turmoil.,"يعود (محفوظ زَلطة) إلى أرض الوطن بعد ربع قرن من الغربة، تُحدث عودته قلقاً لأجهزة أمن الدولة التي تُغير عليه بمداهمات الواحدة تلو الأخرى. مع الوقت يتبدّل حاله من مجرد مواطن عادي إلى بطل قومي.",2012,Bab Al Khalq - S01 - EP018,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000106301018.jpg
Two and a Half Men - S11 - EP016,uncensored version,18,Yes,English,"Two and a Half Men, S11",H264,,Two and a Half Men - S11,16,Two and a Half Men,English,Seriesepisode,HD,Walden suspects his new girlfriend is cheating on him.,يشك والدِن بأن فتاته الجديدة تخونه.,2003,Two and a Half Men - S11 - EP016,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927111016.jpg
Two and a Half Men - S11 - EP018,censored version,18,Yes,English,"Two and a Half Men, S11",H264,,Two and a Half Men - S11,18,Two and a Half Men,English,Seriesepisode,HD,Walden gets an invitation to his ex-girlfriend's boutique opening.,"يتلقى والدِن دعوة لحضور افتتاح محل بوتيك، لخطيبته القديمة.",2003,Two and a Half Men - S11 - EP018,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927111018.jpg
Two and a Half Men - S11 - EP020,censored version,18,Yes,English,"Two and a Half Men, S11",H264,,Two and a Half Men - S11,20,Two and a Half Men,English,Seriesepisode,HD,Alan stumbles upon an opportunity to make money.,يجد آلان عن طريق الصدفة فرصة ذهبية لكسب المال.,2003,Two and a Half Men - S11 - EP020,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927111020.jpg
Two and a Half Men - S12 - EP003,censored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,3,Two and a Half Men,English,Seriesepisode,HD,Walden & Alan pretend to be a loving couple for a meeting with an adoption social worker.,يتظاهر والدِن وآلان بأنهما واقعا في غرام بعضهما البعض في سبيل نجاح خطتهما للتبني.,2003,Two and a Half Men - S12 - EP003,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112003.jpg
Two and a Half Men - S12 - EP004,uncensored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,4,Two and a Half Men,English,Seriesepisode,HD,Walden & Alan meet a birth mother who's considering them.,يلتقي والدِن وآلان بامرأة تعجب بهما وتفكر بهما كوالدين لابنها.,2003,Two and a Half Men - S12 - EP004,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112004.jpg
Two and a Half Men - S11 - EP017,censored version,18,Yes,English,"Two and a Half Men, S11",H264,,Two and a Half Men - S11,17,Two and a Half Men,English,Seriesepisode,HD,Walden struggles with telling Barry to find his own place.,يواجه والدِن صعوبة في التخلص من باري.,2003,Two and a Half Men - S11 - EP017,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927111017.jpg
Two and a Half Men - S11 - EP021,uncensored version,18,Yes,English,"Two and a Half Men, S11",H264,,Two and a Half Men - S11,21,Two and a Half Men,English,Seriesepisode,HD,"Alan's girlfriend, Gretchen, insists that he confess his true identity to Larry.",تضغط غريتشن على آلان للاعتراف بهويته الحقيقية للاري.,2003,Two and a Half Men - S11 - EP021,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927111021.jpg
Two and a Half Men - S11 - EP022,uncensored version,18,Yes,English,"Two and a Half Men, S11",H264,,Two and a Half Men - S11,22,Two and a Half Men,English,Seriesepisode,HD,Alan confesses his true identity to Larry.,يكشف آلان عن هويته الحقيقية للاري.,2003,Two and a Half Men - S11 - EP022,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927111022.jpg
Two and a Half Men - S12 - EP001,uncensored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,1,Two and a Half Men,English,Seriesepisode,HD,Walden reprioritizes his life.,يعيد والدِن ترتيب أولوياته.,2003,Two and a Half Men - S12 - EP001,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112001.jpg
Two and a Half Men - S12 - EP002,censored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,2,Two and a Half Men,English,Seriesepisode,HD,Alan gets offended when Walden asks him to sign a pre-nup.,يشعر آلان بالإهانة عندما يطلب والدِن منه توقيع اتفاقية ما قبل الزواج.,2003,Two and a Half Men - S12 - EP002,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112002.jpg
Two and a Half Men - S11 - EP019,censored version,18,Yes,English,"Two and a Half Men, S11",H264,,Two and a Half Men - S11,19,Two and a Half Men,English,Seriesepisode,HD,Alan and Gretchen grow closer.,تتطور علاقة آلان وغريتشن.,2003,Two and a Half Men - S11 - EP019,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927111019.jpg
Two and a Half Men - S12 - EP007,uncensored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,7,Two and a Half Men,English,Seriesepisode,HD,Walden's attracted to a mom at the kids' gym.,"يعجب والدِن بواحدة من الأمهات، في نادي الأطفال الرياضي.",2003,Two and a Half Men - S12 - EP007,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112007.jpg
Two and a Half Men - S12 - EP005,uncensored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,5,Two and a Half Men,English,Seriesepisode,HD,Walden decides to foster a six-year-old named Louis.,يقرر والدِن حضانة طفل يبلغ من العمر ست سنوات يدعى لويس.,2003,Two and a Half Men - S12 - EP005,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112005.jpg
Two and a Half Men - S12 - EP008,censored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,8,Two and a Half Men,English,Seriesepisode,HD,Walden & Alan try to convince Louis that Santa's real.,"يحاول والدِن وآلان إقناع لويس بأن سانتا، مخلوق حقيقي.",2003,Two and a Half Men - S12 - EP008,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112008.jpg
Two and a Half Men - S12 - EP011,censored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,11,Two and a Half Men,English,Seriesepisode,HD,Walden joins a group for adoptive fathers - without Alan.,"ينضم والدِن إلى مجموعة من الآباء بالتبني، من دون آلان.",2003,Two and a Half Men - S12 - EP011,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112011.jpg
Two and a Half Men - S12 - EP012,uncensored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,12,Two and a Half Men,English,Seriesepisode,HD,Alan breaks up with the social worker to be with Lyndsey.,"ينهي آلان علاقته بالعاملة الاجتماعية، ليكون مع لينزي.",2003,Two and a Half Men - S12 - EP012,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112012.jpg
Two and a Half Men - S12 - EP013,uncensored version,18,Yes,English,"Two And A Half Men, S12",H264,,Two and a Half Men - S12,13,Two and a Half Men,English,Seriesepisode,HD,Alan hesitates when Lyndsey asks him to move in with her.,يتردد آلان بقبول دعوة لينزي الانتقال للسكن معها.,2003,Two and a Half Men - S12 - EP013,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927112013.jpg
